a,b,aggr
343,204,127
966,72,32
225,61,39
884,193,67
1069,43,41
513,250,34
608,12,42
186,189,84
941,58,27
658,188,219
942,68,25
226,113,107
309,14,34
-23,78,40
613,197,241
705,62,112
362,65,144
797,82,96
394,42,50
182,132,49
886,71,43
334,216,86
275,205,51
895,65,37
731,191,98
152,167,57
286,25,59
165,101,75
561,208,140
346,47,85
846,99,77
764,152,231
207,262,25
589,276,21
730,63,96
742,99,179
459,247,13
1137,143,21
931,119,15
618,186,219
361,209,154
160,89,54
23,126,38
644,227,49
24,36,29
890,182,54
813,67,68
157,151,54
934,99,40
846,172,99
246,16,36
827,178,69
224,94,181
17,115,24
811,104,112
42,123,39
97,68,32
949,193,33
219,3,43
274,215,29
309,168,98
765,127,230
365,184,73
303,18,37
281,7,38
731,5,44
267,229,30
301,26,31
68,251,36
683,48,47
879,154,7
891,168,106
618,222,100
174,96,74
816,91,77
546,288,30
840,133,115
357,220,95
541,183,354
768,48,21
835,178,70
795,85,142
908,180,64
86,60,64
255,233,44
693,217,72
53,178,43
638,5,39
709,191,134
353,79,176
85,103,56
710,168,312
575,195,100
990,128,61
746,116,60
514,201,48
739,46,33
12,105,50
580,199,215
292,184,76
-3,187,45
960,186,81
494,21,105
735,225,31
447,238,40
754,166,127
292,188,163
755,248,45
839,77,91
413,-5,36
445,231,69
76,192,34
439,9,77
782,195,75
647,216,167
732,214,42
298,228,110
444,49,57
421,205,94
787,34,35
702,50,73
384,217,32
954,195,22
607,236,18
219,170,109
917,97,70
352,217,91
118,62,51
-70,103,33
281,154,32
776,71,47
1021,176,31
610,223,121
407,65,199
698,226,36
733,216,119
892,131,103
338,67,132
377,212,134
194,209,26
293,29,61
228,174,161
817,65,34
133,71,15
503,23,40
414,257,38
260,216,38
487,42,55
98,148,38
305,254,29
894,179,20
907,132,159
652,248,30
469,279,48
279,177,25
888,130,35
208,190,97
115,61,23
246,132,217
638,211,87
949,79,32
854,225,45
273,46,29
576,58,89
302,57,86
848,101,80
44,93,29
188,90,50
290,178,170
1091,150,59
455,24,105
445,50,41
836,111,60
499,40,70
673,235,84
117,82,54
716,191,91
327,214,32
671,97,147
629,49,83
-10,78,38
77,184,19
786,56,38
186,106,73
288,43,13
737,211,39
47,147,79
141,118,36
373,86,189
659,227,75
515,242,17
76,69,28
694,156,208
777,85,18
314,90,102
970,138,33
491,239,61
841,109,189
320,45,126
974,95,15
352,25,93
115,119,85
201,168,9
463,12,32
126,164,39
329,224,14
926,127,37
867,52,79
256,194,84
451,250,75
1036,93,30
395,211,37
342,141,288
499,211,87
967,114,33
101,173,43
127,78,38
741,219,164
712,50,38
693,37,32
693,245,45
68,55,37
470,23,42
576,0,56
531,19,47
911,95,119
547,27,35
161,113,64
642,68,118
19,172,45
259,194,98
302,73,194
519,184,200
223,213,33
794,161,51
601,257,28
1072,115,63
831,153,100
626,199,128
898,118,9
913,81,41
450,215,100
777,166,157
745,239,25
-32,93,36
192,206,69
718,46,88
863,94,87
880,90,93
592,37,15
445,-9,35
719,15,49
768,217,52
902,88,17
883,125,61
97,72,51
276,227,32
112,109,60
993,94,53
931,205,19
931,184,40
463,59,180
316,215,37
977,150,97
448,24,90
801,167,79
236,194,27
833,185,77
583,29,121
37,105,28
758,64,43
241,55,26
783,59,55
747,51,47
492,22,73
239,214,34
135,93,28
324,283,45
290,78,56
869,169,131
513,236,78
371,216,70
197,167,97
326,176,198
723,70,33
733,92,390
634,21,34
775,108,118
793,38,53
870,98,41
175,35,69
194,53,59
432,4,15
303,177,41
807,175,139
493,244,29
340,232,56
536,29,55
331,227,27
586,52,83
785,44,75
945,115,69
916,78,52
878,119,71
349,180,132
1070,147,41
331,210,45
829,192,22
355,20,35
634,36,52
51,174,37
22,158,19
740,91,130
265,49,48
177,40,34
357,190,138
429,16,81
215,62,157
848,185,45
786,197,44
543,49,151
880,167,37
573,7,28
393,-5,26
258,225,45
962,107,43
894,125,36
827,76,39
594,216,34
96,99,68
316,227,37
970,163,73
408,248,48
875,155,34
517,179,249
412,-2,59
649,82,74
347,45,38
702,214,116
389,221,82
882,138,60
725,219,86
455,221,125
205,82,113
294,191,88
482,29,51
127,136,97
117,101,50
698,88,167
759,158,218
856,191,39
47,141,41
1107,150,42
655,36,45
540,206,109
251,180,56
814,80,90
711,196,171
835,201,45
512,50,137
639,38,41
599,228,78
844,86,47
881,79,94
164,155,67
249,122,265
677,39,34
41,132,100
901,119,42
479,41,180
483,47,123
490,228,63
210,198,9
393,-25,42
378,237,79
56,205,40
332,194,57
491,251,55
551,217,142
517,36,53
168,215,41
267,204,63
644,229,43
577,15,63
184,157,74
582,234,106
409,210,135
218,158,86
761,70,105
821,152,98
134,103,49
454,233,20
419,56,51
300,27,24
855,57,17
184,205,51
883,121,117
613,-2,68
857,174,62
828,72,47
397,44,104
583,42,38
318,33,38
5,167,45
358,198,68
897,94,99
888,94,37
111,54,15
273,146,284
647,221,41
594,201,42
596,237,87
439,52,46
684,25,44
370,60,81
228,-1,25
906,127,54
902,89,38
465,51,24
585,224,123
530,214,24
607,208,132
897,160,157
1001,98,34
751,0,28
190,48,19
795,63,80
562,207,74
72,136,22
776,175,64
648,17,46
188,204,63
885,91,93
924,178,72
801,28,51
776,167,33
532,36,71
177,86,75
133,140,119
128,212,56
682,39,37
805,105,249
300,178,89
837,38,14
283,35,26
505,239,30
259,106,111
855,214,54
205,86,48
244,101,121
305,175,133
567,51,117
690,200,127
331,222,70
41,78,51
262,218,40
836,86,97
791,90,134
240,147,108
584,220,32
821,123,127
750,209,28
631,36,68
367,214,18
844,169,73
486,33,146
231,145,149
839,153,75
782,205,74
272,219,26
601,-12,43
963,76,19
863,168,85
771,167,88
710,192,28
782,220,34
261,224,29
879,189,96
989,136,67
-73,99,48
708,68,32
462,-5,45
838,174,31
486,239,24
274,65,95
204,91,79
70,38,22
232,69,120
320,41,23
940,231,28
594,218,121
239,112,341
815,187,25
379,222,119
903,135,99
352,197,158
153,38,44
244,50,74
477,26,23
1002,40,53
569,19,52
586,26,45
566,202,110
960,108,47
273,102,84
949,138,41
582,262,20
213,81,22
147,188,35
2,129,34
178,117,93
223,174,29
767,27,47
848,146,40
732,95,121
332,15,36
293,95,28
148,241,45
937,135,44
321,185,101
67,61,47
315,228,48
837,132,22
957,118,29
849,189,37
798,92,95
703,153,210
602,56,71
195,117,100
260,40,27
52,144,78
319,222,29
925,75,39
689,36,127
249,27,47
849,128,93
265,201,36
344,201,42
120,33,28
99,172,91
383,54,56
868,32,34
761,206,91
795,198,40
123,124,42
338,228,80
347,221,42
935,148,143
913,156,181
785,172,138
853,112,96
780,161,155
289,77,100
404,64,184
421,225,50
872,203,46
238,62,38
534,222,85
353,168,245
700,189,105
328,211,131
484,247,36
660,220,30
784,189,149
1161,100,32
999,127,9
118,141,13
757,45,43
562,233,65
491,30,87
198,130,245
796,128,63
713,172,85
949,242,33
361,201,116
491,224,142
565,29,36
176,98,20
729,288,34
970,96,29
691,40,70
749,56,82
895,186,52
889,217,30
369,221,64
655,233,61
872,87,71
1028,88,23
67,159,23
858,137,92
217,125,107
767,143,166
731,60,61
202,134,42
729,18,33
646,0,21
312,201,46
622,57,71
181,231,49
332,32,112
710,214,42
237,110,78
75,103,42
860,97,71
335,72,111
235,210,40
621,255,48
185,171,70
11,120,74
10,120,44
884,84,33
714,105,88
684,63,41
847,160,86
431,210,28
767,86,141
771,205,69
28,99,53
63,224,18
118,229,32
408,47,64
258,102,130
799,196,50
852,50,37
791,75,47
637,218,47
90,150,38
492,195,150
152,162,25
933,130,40
111,144,83
425,28,50
351,67,93
358,48,76
168,162,62
574,27,45
234,234,46
305,78,88
166,103,58
196,77,130
128,161,116
357,228,61
517,191,117
275,8,47
695,8,40
89,78,29
227,155,119
286,197,27
654,58,144
942,147,63
595,17,45
384,220,60
533,242,68
1001,177,62
732,205,69
468,200,116
598,37,85
438,11,21
886,118,117
897,179,27
48,171,34
628,70,162
819,202,33
197,186,2
499,43,93
342,48,43
463,231,46
109,45,50
707,33,42
240,42,157
882,187,80
483,4,53
763,53,57
387,45,124
550,194,63
695,14,89
903,111,64
272,58,136
798,185,112
572,43,157
419,57,46
118,125,64
1094,95,91
438,47,110
507,38,85
252,186,18
137,122,134
120,103,108
515,250,36
866,88,60
659,215,108
853,183,121
868,88,94
232,49,48
288,238,114
499,69,145
191,107,75
836,246,40
304,40,72
429,-3,36
88,170,39
1008,57,51
604,222,82
30,143,41
132,166,40
803,-3,39
319,46,73
1037,156,43
786,82,223
959,141,63
618,7,43
901,122,6
718,98,271
339,49,125
400,64,250
864,234,83
749,220,107
770,30,25
504,228,27
731,214,29
238,207,31
927,173,42
239,106,72
350,-7,49
161,159,72
797,168,68
954,131,47
364,-9,68
704,54,88
289,59,56
308,65,111
88,137,60
704,48,27
361,54,118
480,-52,39
651,196,19
817,32,56
706,57,155
405,218,172
866,139,31
886,165,85
130,79,32
408,32,98
453,18,54
203,163,116
180,48,43
881,100,24
662,247,126
855,157,68
467,217,120
175,230,41
859,174,28
297,44,58
248,55,65
369,33,18
329,18,28
270,99,187
203,206,52
45,67,40
704,200,209
1071,175,32
773,49,40
1007,76,68
741,52,181
851,190,77
894,170,77
507,275,15
369,59,104
171,161,50
103,52,56
326,226,28
183,195,86
971,92,16
-7,187,51
241,32,91
85,168,36
804,40,35
251,58,34
927,106,33
861,167,40
319,53,89
750,190,88
964,126,94
10,130,28
0,202,43
932,84,95
329,206,76
78,101,96
44,139,48
210,50,21
984,84,41
468,12,36
71,93,53
134,161,99
922,146,116
751,128,105
857,162,72
936,70,33
162,137,49
60,118,54
498,28,88
685,163,96
45,155,37
1019,137,98
923,144,59
321,17,56
736,242,29
783,119,203
235,75,57
737,77,81
587,207,94
552,233,41
661,8,45
937,173,65
465,34,31
277,78,141
104,91,85
146,103,38
862,103,54
995,88,26
600,30,25
644,3,43
889,138,86
675,204,81
440,39,30
915,75,6
920,192,35
581,202,47
418,251,44
801,210,51
720,38,63
372,204,139
436,245,47
309,45,74
27,182,28
220,29,26
413,229,35
625,220,33
-69,69,39
358,230,52
194,124,106
669,43,33
276,172,111
144,58,41
63,101,44
249,110,211
1090,175,32
830,84,20
10,92,28
214,202,63
40,136,120
297,216,34
117,184,109
491,266,37
163,188,20
160,102,37
352,229,29
393,212,92
755,51,197
265,231,36
791,136,114
662,215,50
824,96,95
514,20,94
312,95,72
58,96,52
102,54,50
545,68,148
762,131,159
528,235,106
444,237,33
327,213,38
537,-6,52
597,197,28
856,94,70
874,191,38
756,-14,28
177,153,70
858,91,28
707,175,55
50,150,37
778,210,37
155,113,82
82,36,31
730,242,53
177,131,88
662,69,108
-84,215,64
1011,137,43
736,68,61
666,230,84
659,72,142
403,46,33
363,194,90
260,135,232
909,100,70
98,160,57
714,52,31
76,35,25
1,107,58
616,51,168
162,76,27
779,214,45
855,159,25
370,220,36
939,40,26
604,39,29
208,254,22
387,47,133
140,226,53
476,33,48
797,80,184
125,178,102
840,140,39
428,13,8
824,73,69
368,61,140
264,234,97
161,169,78
332,218,71
550,220,29
199,226,32
211,131,190
555,-23,24
486,46,149
929,117,34
895,198,34
855,171,24
527,230,79
262,73,83
539,30,34
182,208,51
597,79,275
540,221,42
476,194,63
389,257,46
948,80,22
330,236,36
117,113,21
871,152,87
615,237,102
509,-6,28
132,149,64
826,194,89
264,5,29
743,259,36
84,146,40
792,147,187
915,86,72
852,113,79
258,27,31
178,165,26
751,224,81
248,33,73
885,123,44
508,25,16
382,199,215
773,213,37
358,24,17
397,23,22
119,125,40
531,235,25
113,98,44
864,197,53
734,207,105
712,187,87
936,153,57
624,215,54
73,116,24
972,128,54
616,48,61
712,32,35
508,260,21
507,31,69
888,175,60
548,223,28
405,23,37
491,225,71
231,232,24
729,179,150
629,253,32
451,246,68
592,232,29
804,149,89
197,76,57
700,214,108
881,86,24
884,62,81
622,58,137
339,245,88
876,112,51
813,50,74
388,225,31
623,195,121
890,135,36
222,-15,43
870,131,86
462,9,45
220,55,84
414,36,90
803,76,38
406,81,182
336,74,24
616,7,78
315,234,54
561,200,188
491,15,31
244,166,48
358,248,33
590,233,55
20,130,86
82,164,41
491,20,39
398,66,233
625,40,52
783,159,48
630,54,21
242,90,177
215,182,62
296,92,227
143,139,36
551,201,87
816,179,124
497,16,38
71,106,46
141,138,64
117,164,55
136,128,81
737,221,61
108,234,17
1051,97,62
753,68,90
1005,147,36
56,117,35
668,35,59
107,125,51
176,123,54
264,14,30
726,232,34
147,125,128
925,113,67
729,163,338
447,219,60
855,149,63
54,144,43
901,75,39
714,55,265
913,72,29
-3,71,45
396,56,59
755,212,37
959,99,41
326,247,14
660,24,36
1003,130,28
1025,195,31
774,239,27
655,213,70
236,244,46
356,251,23
82,144,84
923,203,44
-35,127,35
979,163,53
750,62,44
119,82,40
140,61,51
820,162,145
602,28,67
919,110,77
75,77,38
363,188,293
441,46,44
287,174,221
192,86,101
49,158,43
229,202,82
167,205,57
762,158,97
296,57,37
602,32,82
357,232,42
1126,129,35
863,115,36
925,90,130
444,257,36
53,104,21
440,11,86
168,58,22
626,9,41
560,221,37
677,189,31
984,114,28
672,54,18
805,166,142
798,77,110
884,79,28
870,152,44
391,53,147
347,195,186
191,87,66
661,167,236
821,92,56
640,226,121
415,55,255
224,70,42
-16,101,35
385,255,52
106,175,87
359,120,97
174,160,126
520,18,69
454,42,82
561,21,28
542,211,38
551,258,39
871,180,85
344,232,21
267,199,78
484,37,75
118,115,43
910,162,35
488,32,110
790,73,120
545,223,27
877,108,123
697,48,106
669,200,116
243,25,45
745,72,41
796,109,131
846,79,21
339,208,86
-3,75,36
720,165,85
718,48,88
499,228,31
538,262,58
800,251,37
786,175,119
857,67,89
452,42,96
559,221,31
823,120,25
657,80,169
848,191,71
224,40,23
163,25,26
467,61,198
697,47,60
606,224,118
985,172,12
929,184,0
1025,27,42
-14,223,41
794,173,125
903,224,43
952,179,32
980,154,34
370,272,40
227,86,93
751,234,20
289,53,96
892,159,55
508,238,36
614,229,70
352,83,112
103,158,84
431,221,43
270,58,59
657,46,77
469,195,140
195,58,38
881,72,22
348,38,103
326,261,45
942,60,21
553,14,56
828,131,121
244,211,127
330,62,94
629,7,39
882,174,129
75,75,29
970,176,33
31,86,33
-14,122,58
298,47,68
721,211,95
323,42,36
-42,152,34
952,121,65
889,81,11
564,-50,40
88,173,30
112,188,33
641,-40,34
733,79,139
825,187,52
773,238,35
846,91,123
132,241,44
946,76,47
97,129,44
877,203,57
422,47,30
354,23,53
822,244,39
619,215,69
885,170,51
899,151,46
874,100,79
639,228,83
169,145,117
163,88,54
214,212,45
802,188,163
636,254,65
946,174,46
223,227,42
23,124,17
0,191,38
217,202,103
570,231,26
817,-13,44
886,136,44
574,43,35
947,164,41
594,195,227
484,211,30
702,191,28
582,198,189
673,13,57
888,218,79
180,41,41
986,149,122
246,195,53
317,70,40
750,225,42
820,77,125
307,73,113
833,56,48
875,152,50
463,42,36
569,39,87
44,52,29
928,82,47
822,94,58
147,71,54
304,53,22
734,230,17
155,127,97
778,189,50
938,104,53
1125,-1,31
771,2,24
703,53,58
565,204,137
841,184,70
429,218,70
105,91,135
994,89,53
618,42,67
255,60,48
684,38,54
775,212,43
553,206,357
185,83,37
395,192,91
833,91,137
124,82,62
591,212,231
62,137,35
842,86,34
147,148,97
916,232,52
784,199,134
195,150,185
-68,128,49
171,184,54
60,102,42
661,36,101
809,146,63
467,238,12
46,88,51
691,198,35
276,85,94
647,211,63
217,192,187
550,221,103
334,194,87
817,216,75
564,38,85
351,61,63
80,207,26
355,4,53
196,161,132
197,168,32
798,189,16
991,174,28
291,194,85
458,23,33
704,172,101
962,123,69
66,138,30
951,138,51
333,204,40
688,11,47
135,121,20
607,51,37
426,218,159
936,112,97
171,108,21
562,27,56
72,185,26
88,78,54
972,137,45
829,217,66
428,230,53
929,72,66
134,130,46
122,165,189
799,218,32
636,40,48
461,202,122
662,269,37
186,29,55
948,109,25
922,178,62
245,202,157
641,40,136
18,117,16
172,254,39
820,72,91
210,139,165
149,88,44
242,201,101
257,242,44
43,177,57
179,176,81
409,62,169
719,84,65
908,141,31
564,241,40
796,77,65
825,75,50
566,57,330
692,168,241
843,160,65
825,138,160
948,90,60
906,144,80
439,-21,30
160,269,42
913,193,65
824,155,39
807,140,78
723,19,25
1025,153,87
738,227,21
394,245,34
266,74,137
331,193,42
402,226,60
1053,142,16
459,46,243
761,215,33
880,169,99
243,46,36
421,-7,32
1025,107,46
724,249,31
931,142,84
201,106,113
975,159,37
692,214,91
317,220,58
782,185,99
817,44,37
718,73,75
884,112,87
96,95,28
886,108,92
856,74,114
681,235,33
383,50,83
823,51,37
729,214,127
682,-16,28
827,130,32
253,55,48
803,66,36
375,67,131
518,43,83
527,35,109
968,153,27
889,149,39
581,228,70
854,183,82
751,163,186
409,221,118
759,84,78
540,190,132
548,224,77
84,158,50
255,187,81
702,169,147
833,177,59
651,38,52
816,164,61
671,32,46
413,242,34
742,37,35
392,27,39
208,149,120
515,236,64
691,250,18
121,86,63
417,16,39
-114,127,40
939,133,54
146,33,38
1077,178,47
344,217,131
1017,136,30
903,41,53
681,40,34
460,218,157
801,186,149
203,150,188
780,153,190
700,46,78
69,70,53
330,213,85
883,155,113
794,198,60
601,246,75
180,161,47
859,63,71
121,41,66
531,54,228
260,219,79
236,59,48
181,66,43
118,155,89
693,60,84
761,212,125
381,236,30
908,120,142
394,45,42
107,104,49
747,157,91
448,228,81
208,61,52
801,171,76
325,47,70
951,174,29
965,105,46
899,85,96
32,99,14
142,29,52
278,120,177
186,138,36
804,58,59
678,35,14
327,212,33
589,-16,47
471,5,75
954,124,150
353,231,47
631,51,92
176,153,77
917,39,32
272,168,43
629,220,127
174,56,41
609,18,70
481,207,37
127,213,42
527,239,57
605,-15,35
800,144,177
755,63,98
806,182,66
314,64,98
883,195,44
790,146,203
240,176,68
321,191,55
863,69,100
742,62,142
835,111,76
201,245,58
326,232,47
101,182,53
289,29,84
373,257,57
477,25,133
0,111,32
209,80,60
878,158,92
204,160,81
272,98,92
208,200,41
62,164,25
-20,81,42
406,27,62
-10,161,27
607,45,103
251,63,157
453,208,61
386,6,31
328,202,21
-116,89,41
-11,114,41
771,174,92
253,208,60
68,130,25
130,101,28
765,228,29
325,21,11
644,6,29
347,64,55
771,67,32
671,36,46
276,174,252
259,202,40
319,195,68
765,207,57
908,163,115
130,46,51
910,74,30
155,56,33
411,-12,24
244,4,28
448,53,212
739,25,105
262,182,163
426,225,106
407,200,153
238,22,25
825,200,24
438,245,29
201,179,125
922,169,86
680,194,73
493,29,40
649,246,14
801,41,45
46,139,54
461,57,149
714,50,52
190,217,52
949,217,20
70,141,45
160,140,69
610,75,258
515,37,42
460,16,49
385,202,119
123,70,39
230,173,148
274,93,177
145,211,47
341,41,121
622,216,68
300,219,45
48,115,31
504,223,-1
973,75,59
434,223,41
377,23,117
280,171,215
209,216,51
447,244,37
208,216,33
1007,192,34
279,179,75
419,49,29
841,139,108
637,222,84
91,118,37
744,228,28
443,-2,37
881,45,40
229,167,78
588,42,27
315,48,75
601,208,199
592,49,92
923,192,68
174,117,75
647,215,115
919,179,27
621,216,18
899,191,29
682,24,28
433,223,39
226,147,112
847,149,14
336,268,19
898,83,56
574,70,198
1049,97,31
538,57,138
436,224,184
883,152,87
554,13,33
625,194,79
594,239,27
261,43,22
603,43,43
573,208,134
303,35,31
959,115,62
274,131,125
660,22,32
487,201,156
1082,-14,39
1044,139,46
754,61,33
196,239,35
862,104,78
16,207,34
945,82,47
122,188,86
450,225,28
404,263,26
291,89,132
603,-10,19
723,234,54
803,166,57
0,218,50
32,102,57
258,189,51
745,12,61
742,73,100
489,217,66
160,79,31
233,94,133
451,47,140
885,222,25
172,68,48
264,200,27
551,58,166
427,215,67
507,19,37
261,250,42
899,104,50
817,1,47
828,171,23
624,233,86
635,34,51
158,157,47
750,37,80
844,244,50
512,195,111
253,59,95
246,116,198
436,45,42
761,47,52
870,212,42
191,99,30
141,78,42
155,192,83
666,185,219
286,201,44
775,80,138
549,34,46
860,139,107
859,95,38
11,94,44
523,66,246
665,84,159
-72,98,59
768,227,90
765,184,49
453,228,39
782,90,106
66,218,48
936,166,23
181,65,99
980,66,51
673,37,105
98,125,59
600,31,48
899,150,34
139,118,179
466,20,25
592,179,300
119,173,76
297,40,38
42,126,44
232,187,46
873,60,43
775,206,21
506,19,59
182,230,29
245,76,127
112,73,39
233,134,187
923,153,52
718,50,75
297,228,87
824,175,87
840,77,40
55,55,55
828,223,47
752,207,48
371,197,47
134,163,79
920,91,32
970,159,38
248,79,131
690,178,75
915,94,36
581,32,39
494,27,121
622,221,73
917,163,36
634,208,71
325,229,76
306,15,51
447,14,36
309,186,98
911,145,41
-9,136,108
786,138,48
845,96,133
240,219,22
423,230,34
-22,154,35
354,36,19
468,43,46
188,-9,25
137,93,100
350,77,177
184,217,29
271,164,188
794,219,21
207,216,6
214,75,107
236,98,154
848,-11,42
936,206,74
702,43,72
1034,129,14
86,82,33
662,208,64
436,288,31
118,121,31
885,83,26
803,74,97
877,37,56
52,125,26
38,123,40
132,194,30
139,51,37
321,215,23
601,7,50
178,86,69
203,174,62
473,221,46
79,198,33
495,34,33
850,149,53
176,170,39
465,198,89
175,168,42
346,133,261
189,162,97
425,42,120
968,166,43
274,149,225
348,249,28
269,155,115
258,29,48
832,26,24
375,214,69
184,81,41
897,182,39
104,80,31
623,219,29
741,68,101
351,235,27
557,44,149
445,191,173
-149,97,47
375,26,41
214,187,97
164,117,70
816,45,28
725,26,78
800,57,31
394,46,8
906,99,71
677,223,63
288,174,115
382,18,42
369,219,28
869,218,31
151,129,42
469,227,11
218,83,91
858,186,84
727,92,168
504,220,132
492,243,24
929,205,21
745,87,168
899,54,44
246,51,33
269,192,105
199,54,38
817,89,150
916,221,47
750,215,20
922,117,28
692,211,41
289,61,80
869,86,74
674,178,52
364,255,26
247,239,47
626,46,138
879,90,54
191,10,98
437,36,77
223,84,34
863,141,21
757,76,52
413,40,119
116,83,30
198,149,98
313,219,48
717,61,133
531,238,28
308,64,24
206,66,41
277,88,106
634,39,42
693,221,51
17,116,61
965,210,36
800,175,100
379,56,152
250,226,73
1215,145,16
268,130,166
302,88,126
686,295,44
108,174,88
851,150,24
987,141,47
309,51,152
650,43,54
631,169,269
582,27,32
63,159,32
874,176,78
362,240,16
883,93,69
825,255,56
798,44,41
500,225,30
974,92,23
384,254,27
59,117,90
521,34,65
890,122,41
581,210,201
211,204,19
121,172,85
650,52,155
490,196,111
510,11,25
229,183,26
307,226,39
667,193,56
208,66,42
482,235,57
256,248,17
851,54,34
681,54,23
673,222,31
859,193,26
731,41,47
309,85,57
511,10,76
718,225,41
861,174,73
236,78,141
717,16,21
38,199,32
413,18,29
147,108,36
203,227,22
855,130,36
195,189,58
467,206,177
600,220,43
293,84,77
565,-13,39
-15,134,53
927,58,39
886,91,91
392,229,27
815,72,84
899,26,28
791,72,111
468,41,29
768,17,48
18,132,32
259,37,71
997,109,88
203,204,34
409,230,38
752,52,72
516,28,60
838,150,97
306,207,31
848,180,19
808,164,115
453,209,182
792,155,39
1005,21,33
185,226,50
968,65,40
548,243,48
904,166,93
813,58,60
87,117,53
378,195,98
454,228,94
237,128,133
220,74,109
295,74,60
390,-34,56
117,157,48
272,47,37
868,30,39
651,40,73
106,66,83
72,60,41
571,226,60
197,62,37
935,191,45
785,222,58
252,72,26
202,107,111
832,86,37
172,165,59
694,68,127
245,157,51
569,8,12
564,18,89
177,71,24
820,86,49
388,32,71
864,154,102
280,227,16
230,184,130
492,211,110
461,4,18
437,196,71
480,21,79
233,247,36
945,105,31
145,56,43
355,210,49
528,33,146
354,208,104
44,66,20
531,276,46
555,48,119
294,246,76
142,161,68
659,33,33
717,89,234
841,69,24
827,202,49
804,45,45
665,39,30
933,129,36
1073,78,29
488,23,51
510,210,74
153,163,47
211,168,153
314,60,179
808,65,19
608,212,30
450,234,75
340,64,123
601,207,78
914,160,70
767,163,65
470,182,94
515,57,83
710,213,40
875,206,34
577,7,46
884,146,26
200,170,74
596,32,64
759,175,77
820,119,117
239,37,33
356,65,127
263,207,36
779,196,118
-1,121,77
815,198,40
711,236,40
187,15,47
327,48,22
450,218,43
545,-53,35
132,106,32
112,161,68
340,237,45
606,30,140
348,210,99
906,140,44
-49,192,22
134,131,41
653,230,59
850,234,39
909,223,39
873,43,67
468,225,100
901,173,30
140,141,47
844,39,39
946,165,32
304,220,72
923,122,43
407,46,49
918,89,45
812,157,114
567,242,42
238,201,68
908,193,36
103,142,31
915,257,22
403,210,39
505,234,28
847,147,35
913,106,38
472,231,26
788,221,35
759,115,139
815,174,103
721,9,50
358,233,41
535,36,38
928,209,22
208,97,73
254,25,33
383,209,44
670,13,27
-31,171,30
253,160,82
831,47,45
433,25,36
998,105,59
922,156,32
216,107,172
373,48,153
939,149,51
204,199,23
1071,67,45
795,101,92
139,145,68
212,226,27
297,39,47
602,72,206
87,154,16
593,9,28
119,155,145
846,124,117
274,241,20
152,86,60
259,51,72
141,112,120
523,233,25
918,21,46
878,108,45
733,210,90
85,128,52
397,226,36
253,153,243
726,43,66
284,64,88
916,127,48
797,71,46
199,220,33
258,181,123
253,-30,68
282,89,145
474,5,121
1035,107,35
221,213,45
196,197,15
870,128,123
656,222,105
571,-1,32
1006,86,26
696,89,281
41,79,50
163,181,27
844,125,41
451,41,44
804,87,43
265,212,109
269,230,46
313,247,39
242,67,94
713,40,27
302,48,49
395,230,59
833,127,204
509,222,59
45,95,21
25,85,43
802,77,62
153,146,99
556,222,133
196,57,31
822,123,83
875,162,96
756,176,105
212,51,78
698,202,221
779,217,27
802,89,64
346,61,179
323,184,159
456,55,141
418,39,107
126,71,80
7,160,27
746,18,43
449,40,45
339,22,64
229,131,127
369,60,264
911,152,29
778,59,16
195,54,55
375,223,60
636,68,40
486,258,33
813,39,32
332,177,56
323,56,87
822,204,56
687,21,44
80,78,39
24,112,84
549,249,45
775,249,32
225,191,116
253,85,98
626,69,130
364,26,36
755,52,86
466,259,43
483,13,40
936,99,55
329,257,33
174,180,118
975,128,38
239,168,131
497,13,58
703,58,42
104,87,109
373,40,92
860,162,28
878,201,35
122,148,169
598,222,73
400,213,154
755,189,50
121,195,124
202,131,200
767,30,34
847,209,37
227,201,25
392,4,35
321,32,14
198,150,97
1049,154,49
817,112,124
254,183,84
610,241,43
429,45,212
186,153,32
845,196,50
690,75,321
195,119,89
485,35,56
244,47,22
648,38,60
944,126,73
215,127,35
905,124,63
598,43,95
379,60,27
235,93,110
471,260,39
629,198,171
285,190,213
241,76,46
327,228,48
643,47,58
718,36,37
818,53,15
840,98,142
419,239,36
617,230,49
205,189,102
123,146,110
381,20,67
962,114,29
72,130,95
434,25,37
625,0,35
989,112,48
645,40,113
451,23,63
481,249,26
235,192,124
295,15,36
95,188,54
33,119,55
40,113,40
921,98,49
831,108,11
823,102,27
263,84,32
822,83,36
198,81,129
471,-3,53
726,65,40
988,136,32
838,35,9
865,67,40
738,191,21
601,238,73
239,204,164
390,72,113
452,292,43
151,82,94
-5,106,26
790,200,46
283,59,42
269,193,117
269,65,99
773,217,99
450,222,71
897,142,47
626,221,17
682,54,179
511,-8,44
457,55,244
839,212,16
313,179,118
429,28,58
829,171,180
321,247,42
808,108,84
-77,130,63
850,126,22
563,47,79
1036,174,7
61,76,83
562,220,26
125,82,91
338,184,87
956,106,25
857,54,37
340,222,30
679,51,80
162,66,82
219,162,56
217,66,45
812,202,49
883,186,37
762,55,46
725,209,98
826,78,31
1059,94,31
258,37,37
395,201,73
999,125,52
147,196,51
935,114,25
110,123,75
809,156,86
826,212,38
975,134,13
472,49,84
562,16,36
393,31,92
508,202,50
817,243,29
386,234,63
121,96,23
875,143,19
832,207,32
